id,domain,field,subfield,topic,short-name
https://openalex.org/T10401,Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",Management of Diabetes Mellitus and Cardiovascular Risk,Diabetes Cardiovascular
https://openalex.org/T10560,Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",Management of Diabetes Mellitus and Hypoglycemia,Diabetes Hypoglycemia
https://openalex.org/T11839,Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",Management of Primary Aldosteronism,Primary Aldosteronism
https://openalex.org/T10027,Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",Metabolic Syndrome and Cardiovascular Disease,Metabolic Syndrome
https://openalex.org/T11227,Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",Prevention and Management of Diabetic Foot Ulcers,Diabetic Foot Ulcers
https://openalex.org/T13453,Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",Regulation of Bone Mineralization and Alkaline Phosphatase,Bone Mineralization
https://openalex.org/T10793,Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",Self-Management of Diabetes in Adults,Diabetes Self-Management
https://openalex.org/T10293,Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",Thyroid Disease and Hormone Regulation,Thyroid Disease
https://openalex.org/T10979,Health Sciences,Medicine,Epidemiology,"Breastfeeding: Epidemiology, Mechanisms, and Health Outcomes",Breastfeeding
https://openalex.org/T11316,Health Sciences,Medicine,Epidemiology,"Diagnosis, Treatment, and Epidemiology of Nontuberculous Mycobacterial Diseases",Mycobacterial Diseases
https://openalex.org/T11819,Health Sciences,Medicine,Epidemiology,Digital Epidemiology and Disease Surveillance,Digital Epidemiology
https://openalex.org/T11290,Health Sciences,Medicine,Epidemiology,Epidemiology and Causes of Preterm Birth,Preterm Birth
https://openalex.org/T10416,Health Sciences,Medicine,Epidemiology,Epidemiology and Impact of Traumatic Brain Injury,Brain Injury
https://openalex.org/T12246,Health Sciences,Medicine,Epidemiology,Epidemiology and Implications of Multimorbidity in Healthcare,Multimorbidity
https://openalex.org/T10043,Health Sciences,Medicine,Epidemiology,Epidemiology and Interventions for Substance Use Disorders,Substance Use
https://openalex.org/T11422,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Burn Wound Infections,Burn Infections
https://openalex.org/T10300,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Congenital Heart Disease,Congenital Heart
https://openalex.org/T10981,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Cytomegalovirus Infection,Cytomegalovirus
https://openalex.org/T11037,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Fungal Infections,Fungal Infections
https://openalex.org/T11253,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Fungal Skin Infections,Fungal Skin Infections
https://openalex.org/T10351,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of NAFLD,NAFLD
https://openalex.org/T10754,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Neuroendocrine Tumors,Neuroendocrine Tumors
https://openalex.org/T12569,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Restless Legs Syndrome,Restless Legs
https://openalex.org/T10218,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Sepsis and Septic Shock,Sepsis Management
https://openalex.org/T11306,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Skin Cancer,Skin Cancer
https://openalex.org/T10227,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Stroke,Stroke Management
https://openalex.org/T12369,Health Sciences,Medicine,Epidemiology,Epidemiology and Pathogenesis of Pneumocystis Pneumonia,Pneumocystis Pneumonia
https://openalex.org/T11243,Health Sciences,Medicine,Epidemiology,Epidemiology and Pathogenesis of Respiratory Viral Infections,Respiratory Viruses
https://openalex.org/T12935,Health Sciences,Medicine,Epidemiology,Epidemiology and Prevention of Cardiovascular Diseases in Russia,Cardiovascular Prevention
https://openalex.org/T10658,Health Sciences,Medicine,Epidemiology,Epidemiology and Treatment of Bone Fractures,Bone Fractures
https://openalex.org/T10890,Health Sciences,Medicine,Epidemiology,Epidemiology and Treatment of Chagas Disease,Chagas Disease
https://openalex.org/T12411,Health Sciences,Medicine,Epidemiology,Epidemiology and Treatment of Clavicle and Acromioclavicular Injuries,Acromioclavicular Injuries
https://openalex.org/T11251,Health Sciences,Medicine,Epidemiology,Epidemiology and Treatment of Meningiomas,Meningiomas Treatment
https://openalex.org/T13569,Health Sciences,Medicine,Epidemiology,Epidemiology and Treatment of Microscopic Colitis,Microscopic Colitis
https://openalex.org/T11232,Health Sciences,Medicine,Epidemiology,Epidemiology and Treatment of Urinary Tract Infections,Urinary Infections
https://openalex.org/T14078,Health Sciences,Medicine,Epidemiology,Epidemiology of Multiple Primary Cancers,Multiple Cancers
https://openalex.org/T11724,Health Sciences,Medicine,Epidemiology,"Epidemiology, Classification, and Clinical Features of Inflammatory Myopathies",Inflammatory Myopathies
https://openalex.org/T12951,Health Sciences,Medicine,Epidemiology,"Epidemiology, Pathogenesis, and Management of Melioidosis",Melioidosis Management
https://openalex.org/T11860,Health Sciences,Medicine,Epidemiology,Global Epidemiology of HIV and Drug Use,HIV Epidemiology
https://openalex.org/T10381,Health Sciences,Medicine,Epidemiology,Global Epidemiology of Myopia and Visual Impairment,Myopia Epidemiology
https://openalex.org/T10340,Health Sciences,Medicine,Epidemiology,Hepatitis B Infection and Treatment,Hepatitis B
https://openalex.org/T10625,Health Sciences,Medicine,Epidemiology,"Herpesviruses: Epidemiology, Pathogenesis, and Management",Herpesviruses Management
https://openalex.org/T10146,Health Sciences,Medicine,Epidemiology,Human Papillomavirus and Cervical Cancer Epidemiology,HPV Epidemiology
https://openalex.org/T10528,Health Sciences,Medicine,Epidemiology,Inflammation and Obesity-Related Metabolic Disorders,Obesity Inflammation
https://openalex.org/T10167,Health Sciences,Medicine,Epidemiology,Influenza Virus Research and Epidemiology,Influenza Research
https://openalex.org/T11551,Health Sciences,Medicine,Epidemiology,Management and Epidemiology of Infective Endocarditis,Endocarditis Management
https://openalex.org/T10654,Health Sciences,Medicine,Epidemiology,Management and Epidemiology of Pneumonia,Pneumonia Management
https://openalex.org/T12328,Health Sciences,Medicine,Epidemiology,Neutrophilic Dermatoses and Inflammatory Bowel Diseases,Neutrophilic Dermatoses
https://openalex.org/T11135,Health Sciences,Medicine,Epidemiology,Paramyxovirus Infections and Epidemiology,Paramyxovirus Infections
https://openalex.org/T10587,Health Sciences,Medicine,Epidemiology,Role of Autophagy in Disease and Health,Autophagy Role
https://openalex.org/T12574,Health Sciences,Medicine,Family Practice,Importance of Cognitive Errors in Diagnosis and Strategies,Cognitive Errors
https://openalex.org/T11620,Health Sciences,Medicine,Family Practice,Improving Patient Adherence to Medication Regimens,Patient Adherence
https://openalex.org/T11348,Health Sciences,Medicine,Gastroenterology,Diagnosis and Management of Celiac Disease,Celiac Disease
https://openalex.org/T10671,Health Sciences,Medicine,Gastroenterology,Diagnosis and Management of Gastroesophageal Reflux Disease,GERD Management
https://openalex.org/T11378,Health Sciences,Medicine,Gastroenterology,Diagnosis and Management of Gastrointestinal Bleeding,GI Bleeding
https://openalex.org/T11485,Health Sciences,Medicine,Gastroenterology,Diagnosis and Treatment of Gastrointestinal Stromal Tumors,Stromal Tumors
https://openalex.org/T10365,Health Sciences,Medicine,Gastroenterology,Functional Bowel Disorders and Gastrointestinal Health,Bowel Disorders
https://openalex.org/T13738,Health Sciences,Medicine,Genetics,CHARGE Syndrome and Related Genetic Disorders,CHARGE Syndrome
https://openalex.org/T12199,Health Sciences,Medicine,Genetics,Diagnosis and Management of Hereditary Hemorrhagic Telangiectasia,Telangiectasia Management
https://openalex.org/T12400,Health Sciences,Medicine,Genetics,Gene Therapy for Spinal Muscular Atrophy,Spinal Therapy
https://openalex.org/T10554,Health Sciences,Medicine,Genetics,Genetic and Clinical Aspects of Hemoglobin Disorders,Hemoglobin Disorders
https://openalex.org/T11157,Health Sciences,Medicine,Genetics,Genomic Aberrations and Treatment of Chronic Lymphocytic Leukemia,Chronic Leukemia
https://openalex.org/T10129,Health Sciences,Medicine,Genetics,Gliomas,Gliomas
https://openalex.org/T11917,Health Sciences,Medicine,Genetics,Hereditary Angioedema: Molecular Mechanisms and Clinical Management,Angioedema Management
https://openalex.org/T11628,Health Sciences,Medicine,Genetics,Molecular Pathogenesis of Myeloproliferative Disorders,Myeloproliferative Disorders
https://openalex.org/T10176,Health Sciences,Medicine,Genetics,Multipotent Mesenchymal Stem Cells,Mesenchymal Cells
https://openalex.org/T11011,Health Sciences,Medicine,Geriatrics and Gerontology,Frailty in Older Adults and Geriatric Care,Older Frailty
https://openalex.org/T10496,Health Sciences,Medicine,Geriatrics and Gerontology,Polypharmacy and Inappropriate Medication Use in Elderly,Polypharmacy Elderly
https://openalex.org/T11051,Health Sciences,Medicine,Geriatrics and Gerontology,Role of Sirtuins in Health and Aging,Sirtuins Role
https://openalex.org/T11636,Health Sciences,Medicine,Health Informatics,Artificial Intelligence in Medicine,AI in Medicine
https://openalex.org/T10309,Health Sciences,Medicine,Hematology,Acute Myeloid Leukemia,Acute Leukemia
https://openalex.org/T10649,Health Sciences,Medicine,Hematology,Diagnosis and Treatment of Multiple Myeloma,Multiple Myeloma
https://openalex.org/T11660,Health Sciences,Medicine,Hematology,Diseases Related to Blood Group Variants,Blood Group Diseases
https://openalex.org/T11215,Health Sciences,Medicine,Hematology,Efficacy and Resistance in CML Treatment,CML Resistance
https://openalex.org/T10345,Health Sciences,Medicine,Hematology,Hematopoietic Stem Cell Biology,Stem Cell Biology
https://openalex.org/T11616,Health Sciences,Medicine,Hematology,Hemophagocytic Lymphohistiocytosis and Related Disorders,Lymphohistiocytosis
https://openalex.org/T12548,Health Sciences,Medicine,Hematology,Hemostatic Agents and Techniques,Hemostatic Agents
https://openalex.org/T11280,Health Sciences,Medicine,Hematology,Management and Treatment of Hemophilia,Hemophilia Management
https://openalex.org/T10746,Health Sciences,Medicine,Hematology,Platelet Disorders and Thrombosis Mechanisms,Platelet Disorders
https://openalex.org/T10452,Health Sciences,Medicine,Hematology,Regulation of Iron Metabolism and Anemia,Iron Regulation
https://openalex.org/T11534,Health Sciences,Medicine,Hematology,Role of Erythropoietin in Disease Treatment and Management,Erythropoietin Role
https://openalex.org/T10881,Health Sciences,Medicine,Hematology,Thrombosis and Coagulation Disorders,Thrombosis Disorders
https://openalex.org/T11834,Health Sciences,Medicine,Hepatology,Diagnosis and Management of Liver Diseases,Liver Diseases
https://openalex.org/T10151,Health Sciences,Medicine,Hepatology,Hepatitis C Infection and Treatment,Hepatitis C
